ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units
65,ABB TRUCKING CORP,BOLINGBROOK,IL,(708) 289-7869,MC696535,1966406,,,,1
65,HOOKERS TOWING & TRANSPORT LLC,WRIGHTSTOWN,NJ,(609) 304-9415,MC677924,1879147,,,,5
65,E & E EXPRESS LLC,FONTANA,CA,(951) 227-5294,MC726458,2080748,,,,1
65,NILE TRUCKING & TRANSPORTATION LLC,ACWORTH,GA,(678) 522-8153,MC741742,2129348,,,,2
65,KIKO'S AUTO TRANSPORT LLC,BLOOMINGTON,CA,(909) 552-1743,MC774934,2269429,,,,1
65,BLUE STAR TRUCKING INC,ANTIOCH,TN,(629) 318-9298,MC756717,2179181,,,,1
65,21 TRANSPORT LLC,BETHLEHEM,PA,(610) 570-2364,MC781044,2286824,,,,2
65,NEDO TRUCKING INC,PLAINFIELD,IL,(708) 305-7689,MC776458,1342801,,,,25
65,24 SOUTHERN LOGISTICS LLC,NASHVILLE,TN,(615) 715-2768,MC861068,2486913,,,,2
65,WAY TO GO TRANSPORT LLC,ESSEXVILLE,MI,(989) 415-2178,MC917222,2634443,,,,1
65,BLACK LINE CARRIER INC,MIAMI,FL,(305) 978-5645,MC944365,2828029,,,,1
65,RONNAS RUFFBARK TRUCKING INC,SHIPPENVILLE,PA,(814) 221-5338,MC945518,1769837,,,,1
65,PRIORITY TRUCKING SERVICES INC,CHINO HILLS,CA,(626) 592-2238,MC968057,2883756,,,,1
65,SINGHH TRUCKING INC,FRESNO,CA,(559) 706-3929,MC076712,3099595,,,,1
65,CHHINA BROS TRANSPORT INC,STOCKTON,CA,(209) 751-8476,MC078867,3103565,,,,3
65,HRP TRUCKING CORP,READING,PA,(646) 400-4031,MC076879,3097137,,,,1
65,B & F TRANSPORT LLC,LEVITTOWN,PA,(848) 245-9520,MC007581,2966075,,,,15
65,FOUR BROTHERS EXPRESS INC,DEARBORN,MI,(313) 737-9380,MC113051,3126960,,,,1
65,A & F TRUCKING LLC,MEMPHIS,TN,(901) 500-8219,MC034871,2987757,,,,3
65,"JDS TRUCKING OF NC, LLC",LAURINBURG,NC,(252) 678-4353,MC031978,3016491,,,,1
65,BAD GIRL TRUCKING 313 LLC,DETROIT,MI,(313) 974-7837,MC112348,3162724,,,,1
65,ALFA CARRIER INC,MODESTO,CA,(209) 661-6030,MC081816,3109298,,,,1
65,DOUBLE AA TRUCKING INC,NORTH HILLS,CA,(818) 486-5082,MC1028821,3255887,,,,1
65,"JUST N TIME TRUCKING, LLC",FONTANA,CA,(951) 204-1957,MC131176,3184913,,,,2
65,DEEP TRUCKING SOLUTIONS INC,FRESNO,CA,(559) 513-5279,MC1017668,3240388,,,,5
65,FILIGENE TRUCKING INC,FT LAUDERDALE,FL,(954) 205-1934,MC1010420,3225684,,,,3
65,ROB & ROBERLY TRANSPORT LLC,RAHWAY,NJ,(908) 952-0250,MC1003058,3211632,,,,9
65,FPL TRUCKING INC,ROSEMEAD,CA,(626) 328-5623,MC133697,3189123,,,,1
65,MR CARRIER INC,MORGANTON,NC,(828) 228-1360,MC1033073,3271915,,,,2
65,CARRIER STAR INC,SCHILLER PARK,IL,(224) 255-3232,MC1012519,3899444,,,,6
65,CHD TRUCKING INC,WEST COVINA,CA,(626) 731-3306,MC1024970,3254700,,,,4
65,GG&E TRUCKING LLC,FEASTERVILLE,PA,(252) 263-7717,MC1068953,3346253,,,,15
65,BLUE STAR CARRIER INC,TURLOCK,CA,(209) 566-6521,MC1073145,3355579,,,,1
65,NIRMAL TRUCKING INC,ANTIOCH,CA,(510) 734-8436,MC1142343,3480851,,,,1
65,1ST CLASS USA LOGISTICS LLC,ORLANDO,FL,(863) 512-7357,MC1067478,3343268,,,,2
65,ROBOT-O LOGISTICS LLC,CHANDLER,AZ,(480) 901-6839,MC1097616,3405561,,,,0
65,LIB FAST-TRACK TRANSPORT LLC,STONE MOUNTAIN,GA,(706) 319-0328,MC1152950,3497135,,,,2
65,A & J VEGA TRUCKING LLC,PLAINFIELD,IL,(708) 372-4560,MC1052679,3312886,,,,2
65,DHILLON BROS EXPRESS INC,SACRAMENTO,CA,(916) 975-3136,MC1090157,3391662,,,,2
65,DE ANDA TRUCKING INC,CALEXICO,CA,(760) 890-4268,MC1050724,3308863,,,,1
65,DW-MED AUTO TRANSPORT LLC,CAMBY,IN,(317) 665-3011,MC1079765,3368733,,,,3
65,ROBERSON TRANSPORTATION & LOGISTICS LLC,MONROE,GA,(678) 897-9917,MC1064864,3337946,,,,1
65,SAI CARRIER INC,ANTELOPE,CA,(601) 473-5178,MC1091573,3394584,,,,1
65,SASO TRUCKING INC,HUNTINGTON PARK,CA,(323) 819-2374,MC1051381,3310278,,,,1
65,32&8 TRANSPORT LLC,ORLANDO,FL,(224) 628-2158,MC1042172,1840692,,,,5
65,EDJ CARRIER CARGO INC,DORAL,FL,(407) 724-9096,MC1115005,3436682,,,,1
65,GUS TRUCKING CORP,LINDEN,NJ,(908) 220-2673,MC1085131,3380920,,,,2
65,DEV TRUCKING INC,MANTECA,CA,(209) 407-0971,MC1051909,3311329,,,,1
65,EAGLE FREIGHT CARRIER INC,SANGER,CA,(209) 884-0107,MC1092920,3397286,,,,12
65,DIKO TRUCKING INC,PHILADELPHIA,PA,(215) 439-0089,MC1068654,3345613,,,,3
65,WARRIOR TRANSPORTATION & LOGISTICS LLC,MEMPHIS,TN,(601) 896-6224,MC1111104,3430121,,,,29
65,PIPLISAHIB TRUCKING INC,BAKERSFIELD,CA,(661) 563-1278,MC1110166,3428492,,,,1
65,CZAR TRUCKING INC,MESA,AZ,(917) 770-6704,MC1140154,3477432,,,,2
65,LEGASPI BROS INC,BRIDGEVIEW,IL,(815) 693-5170,MC1133329,3466613,,,,4
65,JACK & A BOX EXPRESS LLC,IMPERIAL,PA,(412) 264-1584,MC1226953,3606633,,,,1
65,Y&Z LOGISTICS LLC,OLD HICKORY,TN,(615) 892-3124,MC1224658,3603215,,,,2
65,LEAL LOGISTICS & TRANSPORT LLC,ORLANDO,FL,(407) 230-7682,MC1222075,3599470,,,,1
65,JUSTO'S TRANSPORT LLC,LEHIGH,FL,(540) 529-5462,MC1194970,3559459,,,,1
65,DSK TRUCKING INC,BAKERSFIELD,CA,(937) 231-1121,MC1179192,3536453,,,,1
65,KHAROUD TRUCKING COMPANY INC,RICHMOND,IN,(209) 712-2421,MC1203149,3571409,,,,2
65,KAV TRUCKING INC,DARIEN,IL,(312) 433-9555,MC1174279,3529158,,,,1
65,MITO'S TRUCKING LLC,SAN DIEGO,CA,(619) 664-1821,MC1238162,3622817,,,,1
65,ON MY WAY TRUCKING LLC,PHILADELPHIA,PA,(602) 301-4198,MC1220410,3587582,,,,1
65,G&H TRUCKING LLC,SAN BERNARDINO,CA,(909) 202-5483,MC1234255,2993920,,,,1
65,TC TRUCKING OF NC LLC,CHARLOTTE,NC,(980) 267-5846,MC1262941,3657166,,,,1
65,SIDHU TRUCKING LOGISTICS INC,KERMAN,CA,(408) 449-1790,MC1258909,3651643,,,,3
65,KINGPIN TRUCKING INC,ROSEVILLE,CA,(916) 917-0617,MC1263682,3658233,,,,1
65,1532 TRUCKING LLC,FLAGSTAFF,AZ,(334) 349-2649,MC1244505,3631571,,,,1
65,L & E LOGISTICS LLC,MADISON,TN,(615) 507-0127,MC1240353,3625941,,,,1
65,O & O TRUCKING LLC,MAINEVILLE,OH,(502) 936-7776,MC1195289,3559936,,,,3
65,GRAND TRUCKING INC,MOORPARK,CA,(818) 966-2560,MC1202360,3570207,,,,2
65,SHAM JOR TRUCKING INC,BRIDGEVIEW,IL,(708) 955-0517,MC1300312,3707536,,,,2
65,BLACK CAT TRUCKING INC,CANYON COUNTRY,CA,(818) 919-2028,MC1304236,3713517,,,,1
65,UPLIFT MOVING & LOGISTICS LLC,LAWRENCEVILLE,GA,(470) 345-9276,MC1329408,3748092,,,,1
65,JKH BROTHERS INC,NEWTOWN,PA,(646) 642-3341,MC1274220,3672694,,,,20
65,GLOBAL LYNX LOGISTICS LLC,COLLEGE PARK,GA,(850) 210-3038,MC1351203,3777762,,,,3
65,D3R LOGISTICS LLC,CHARLOTTE,NC,(704) 251-9473,MC1281714,3682826,,,,1
65,BLACK DIAMOND TRUCKING INC,MELROSE PARK,IL,(708) 986-9642,MC1380113,3817471,,,,9
65,S&Y TRUCK TRANSPORT LLC,RIVERVIEW,FL,(656) 200-3758,MC1264771,3765584,,,,2
65,HOUSTON'S HEAVY HAULING LLC,JONESBORO,GA,(770) 880-8405,MC1297227,3704032,,,,1
65,SKIY TRUCKING INC,CASTRO VALLEY,CA,(510) 502-5365,MC1355020,3783160,,,,1
65,NINETY2 LOGISTICS LLC,MESA,AZ,(928) 366-9584,MC1275647,3674198,,,,5
65,N2N TRUCKING LLC,JACKSONVILLE,FL,(904) 316-8043,MC1328599,3746942,,,,1
65,CISNEROS TRUCKING SERVICES INC,HAYWARD,CA,(510) 706-0209,MC1348163,3773659,,,,1
65,F & M LOGISTICS LLC,LITHONIA,GA,(305) 725-6055,MC1313533,3726149,,,,1
65,007 EXPRESS LLC,CHARLOTTE,NC,(704) 576-1991,MC1350252,3776440,,,,1
65,LYONS FREIGHT & LOGISTICS LLC,DOUGLASVILLE,GA,(404) 857-9838,MC1355658,3783883,,,,1
65,EJ4 TRUCKING LLC,MENIFEE,CA,(323) 327-2862,MC1292357,3697434,,,,3
65,JIM FRIEBEL TRUCKING INC,HOLLISTER,CA,(408) 595-0444,MC1328632,2741287,,,,4
65,PRXPRESS-TRANSPORT LLC,PERTH AMBOY,NJ,(732) 725-8983,MC1274975,3674660,,,,0
65,J A R LOGISTICS LLC,COPIAGUE,NY,(631) 636-2148,MC1285297,3687747,,,,2
65,D & D TRUCKING COMPANY LLC,MIAMI,FL,(305) 753-6882,MC1444630,3912347,,,,1
65,RED TRUCKING COMPANY RP LLC,ROCKY POINT,NC,(910) 622-4947,MC1420882,3876537,,,,1
65,D'S TRUCKING & TRANSPORTATION LLC,BRENTWOOD,TN,(283) 210-4314,MC1410380,3860907,,,,1
65,TURN N HEADS TRUCKING LLC,BARSTOW,CA,(442) 354-9934,MC1420666,3876210,,,,1
65,TAMAK TRUCKING INC,FRESNO,CA,(559) 412-1528,MC1387821,3828370,,,,1
65,BROWNS HAULING INC,CORONA,CA,(951) 855-0957,MC1396571,3840643,,,,1
65,TA STRATEGIC TRUCKING INC,SHARON HILL,PA,(610) 237-1800,MC1393624,2929158,,,,1
65,HAULING AZZ TRANSPORTATION SERVICES LLC,PHOENIX,AZ,(504) 485-1859,MC1391309,3833199,,,,2
65,DRIVER'S LOGISTICS LLC,MADISON,TN,(615) 981-2619,MC1395799,3839558,,,,4
65,V & A RAPID LOGISTICS LLC,DOUGLASVILLE,GA,(678) 698-6886,MC1453079,3925149,,,,1
65,UP N UP TRUCKING LLC,SOUTHAMPTON,NY,(631) 690-7240,MC1388796,3829735,,,,1
65,BLUE NEXT DOOR TRANSPORT LLC,CHARLOTTE,NC,(919) 763-2689,MC1406331,3854921,,,,1
65,BERTO'S BIG BOYZ TRUCKING LLC,ELOY,AZ,(520) 373-4255,MC1460192,3935873,,,,1
65,XINTONG TRUCKING INC,FONTANA,CA,(626) 771-6009,MC1409162,3859111,,,,20
65,MOHALI CARRIER INC,BAKERSFIELD,CA,(661) 333-7241,MC1473455,3955434,,,,2
65,HJL TRUCKING INC,MONTEREY PARK,CA,(626) 267-3799,MC1477471,3961413,,,,3
65,ATTAIN Z TRUCKING INC,DIAMOND BAR,CA,(626) 394-8086,MC1475107,3957867,,,,2
65,DURIGS TRUCKING INC,WARREN,OH,(918) 859-8079,MC1547405,4072362,,,,4
65,SSP EXPRESS TRUCKING INC,FONTANA,CA,(951) 622-9320,MC1574064,4117459,,,,16
65,NATOMAS TRUCKING INC,SAN RAMON,CA,(209) 666-0566,MC1557835,4090006,,,,1
65,E3 EXPRESS TRANSPORT LLC,PALMDALE,CA,(323) 514-6848,MC1511129,4012381,,,,1
65,M&Z LOGISTICS LLC,POOLER,GA,(912) 666-9455,MC1594133,4152089,,,,1
65,NORTHPOINT TRANSPORT AND LOGISTICS LLC,CLAYTON,NC,(929) 365-5038,MC1539963,4059402,,,,2
65,JC & SONS TRUCKING LLC,HOLLISTER,CA,(510) 301-4858,MC1568089,3165061,,,,4
65,HJH TRUCKING INC,FONTANA,CA,(626) 977-3316,MC1588668,4142609,,,,1
65,MORE IS BETTER LOGISTICS LLC,MERRILLVILLE,IN,(312) 889-4866,MC1561721,4096422,,,,0
65,L & R TRANS CARRIER LLC,ALLENTOWN,PA,(718) 938-3279,MC1527266,4037929,,,,1
65,ALL NIGHT FLIGHT TRUCKING LLC,RICHMOND HILL,GA,(269) 598-4898,MC1486857,3975469,,,,1
65,MK FAMILY TRANSPORTATION & LOGISTIC LLC,LAWRENCEVILLE,GA,(762) 436-1325,MC1526486,4036657,,,,1
65,FIVE STAR TRUCKING INC,BENSALEM,PA,(267) 777-3835,MC1492838,3984401,,,,2
65,ARREOLA & SONS TRUCKING LLC,POMONA,CA,(626) 877-3710,MC1515103,3795098,,,,1
65,GAD CARRIER INC,SACRAMENTO,CA,(916) 664-1613,MC1529790,4042097,,,,1
65,FREEMAN'S TRANSPORT LLC,PAOLI,IN,(812) 528-2458,MC1582881,3272593,,,,2
65,GHALL TRUCKING INC,PLAINFIELD,IL,(347) 320-3171,MC1593465,4150910,,,,75
65,JT'S TRANSPORT & LOGISTICS LLC,CONCORD,NC,(912) 675-6286,MC1534359,4049884,,,,1
65,TSB TRUCKING INC,CLOVIS,CA,(559) 759-5501,MC1569099,4109092,,,,6
65,MAHIL CARRIER INC,FRESNO,CA,(559) 709-3395,MC1572699,4115197,,,,1
65,WATER'S EDGE TRANSPORT LLC,DUNDEE,OH,(330) 413-3177,MC1563757,4099898,,,,1
65,LION'S SHARE TRANSPORT LLC,UNION CITY,CA,(510) 921-1515,MC1548754,4074647,,,,1
65,NIO & NIO TRANSPORT LLC,HOLLYWOOD,FL,(786) 557-1568,MC1496482,3989910,,,,1
65,J & S GRAB & GO TRANSPORT LLC,JACKSONVILLE,FL,(407) 364-4341,MC1503812,4001159,,,,1
65,WILLIAM & WILLIAMS TRUCKING LLC,WEST CHESTER TOWNSHIP,OH,(347) 341-1000,MC1538662,4057130,,,,41
65,DREMAR TRANSPORT & LOGISTICS LLC,ATLANTA,GA,(770) 597-2825,MC1504184,4001734,,,,2
65,TEAM LUCKY MONEY TRUCKING LLC,ORANGE,NJ,(321) 402-7479,MC1515330,4018926,,,,3
65,NOR TRUCKING INC,SUNLAND,CA,(818) 860-8650,MC1625724,4210283,,,,1
65,KBR TRUCKING INC,FRESNO,CA,(559) 396-1922,MC1669138,4290182,,,,1
65,THE TRAVELING HUSTLER TRANSPORT LLC,LITHONIA,GA,(404) 759-5843,MC1660615,4263859,,,,1
65,POLLO'S TRUCKING LINE LLC,BAKERSFIELD,CA,(661) 578-4998,MC1669762,3827431,,,,1
65,BAKAL BOYS TRUCKING INC,FRESNO,CA,(559) 344-2807,MC1610617,4182581,,,,1
65,JB'S ENTERPRISE TRUCKING LLC,DETROIT,MI,(313) 475-3552,MC1613843,3862915,,,,3
65,NORTHPOINT TRUCKING INC,YUBA CITY,CA,(530) 701-5474,MC1655575,4265186,,,,11
65,PATHFINDER CARRIER INC,FRESNO,CA,(903) 208-9003,MC1674465,4299951,,,,3
65,DRIVEN BY GREATNESS TRUCKING LLC,BINGHAMTON,NY,(929) 816-3329,MC1596702,4039526,,,,1
65,LAZY J'S TRUCKING LLC,BOIS D ARC,MO,(417) 763-7928,MC1629159,4216697,,,,1
65,TWIN FLAG TRUCKING INC,FISHERS,IN,(317) 714-8896,MC1670809,4293153,,,,1
65,SKYRIM TRUCKING INC,ALHAMBRA,CA,(626) 623-0204,MC1626047,4210889,,,,1
65,AST TRUCKING INC,WHITELAND,IN,(209) 980-0007,MC1611193,4183662,,,,3
65,WE DUMP AND HAUL IT ALL LLC,SEFFNER,FL,(813) 377-7585,MC1697924,4322924,,,,1
65,NDIB CARRIER INC,FORT WAYNE,IN,(804) 517-4275,MC1683334,4316373,,,,5
65,WING AND A PRAYER TRUCKING LLC,LOWELL,NC,(980) 285-4194,MC1641280,4238969,,,,2
65,JP1 LOGISTICS LLC,MIAMI,FL,(786) 835-9300,MC1686513,4322336,,,,1
65,KNITE RIDER TRUCKING INC,JONESBORO,GA,(404) 690-5959,MC1687604,4324269,,,,1
65,ALPHA & OMEGA1 TRUCKING LLC,VICTORVILLE,CA,(442) 303-9216,MC1651722,4258284,,,,1
65,BIG TREE TRUCKING INC,RANCHO CUCAMONGA,CA,(219) 713-9128,MC1635999,4229327,,,,1
65,WE DO TRUCKING INC,CHICAGO,IL,(504) 333-3503,MC1682546,4314979,,,,3
65,AZUSA TRUCKING INC,EASTVALE,CA,(909) 536-7953,MC1616495,4193465,,,,1
65,TJ&K LOGISTICS AND HAULING LLC,DUNN,NC,(910) 658-0140,MC1634817,4227128,,,,2
65,DHILLON BROS INC,STOCKTON,CA,(209) 328-6850,MC1633118,4224002,,,,1
65,A & YULY TRUCKING LLC,PORT RICHEY,FL,(786) 642-2043,MC1637415,4226732,,,,1
65,EN TRADE & LOGISTICS LLC,CUMMING,GA,(470) 680-8181,MC1645676,4247090,,,,2
65,D & S TRUCKING LLC,TRACY,CA,(510) 329-0616,MC1639860,4236466,,,,3
65,ENRIQUEZ ELITE TRUCKING INC,SHAFTER,CA,(661) 401-0043,MC1657823,4269390,,,,1
65,GLOBALREACH TRUCKING INC,BLOOMINGTON,IL,(718) 200-0030,MC1698994,4346659,,,,1
65,365 AUTO TRANSPORT LLC,DAVIE,FL,(980) 288-6482,MC1634028,4225757,,,,1
65,GALAXY TRUCKING INC,FONTANA,CA,(747) 243-0446,MC1692713,4334476,,,,1
65,J-R-C TRANSPORT LLC,CHERRY HILL TOWNSHIP,NJ,(908) 392-6004,MC1623697,4206523,,,,1
65,LEAL-13 TRANSPORT LLC,CALEXICO,CA,(619) 277-8434,MC1691823,4332621,,,,1
65,MILE 47 TRUCKING LLC,MAINEVILLE,OH,(347) 417-1275,MC1684217,4318003,,,,24
65,KSM TRUCKING INC,STOCKTON,CA,(209) 361-5158,MC1640576,3480705,,,,1
65,SUPER YU TRUCKING INC,POMONA,CA,(626) 800-7939,MC1626348,4211416,,,,1
65,AMADOR & SONS TRANSPORT LLC,JURUPA VALLEY,CA,(909) 260-3136,MC1639242,4235302,,,,1
65,4HC TRANSPORT LLC,HAMMOND,IN,(219) 688-6744,MC1652000,4258822,,,,1
65,RATTAK TRUCKING INC,MANTECA,CA,(209) 252-6694,MC1634400,4226357,,,,1
65,MILLAN & SONS LOGISTICS LLC,MIAMI,FL,(786) 768-0461,MC1739114,4422846,,,,1
65,EXPEDITE GLOBAL LOGISTICS LLC,CARY,NC,(201) 577-2952,MC1736888,4418703,,,,4
65,L&D DRIVESEAL LOGISTICS LLC,NEWTON,NJ,(201) 359-6170,MC1749944,4212001,,,,2
65,LIFE 1 TRUCKING LLC,DEARBORN,MI,(313) 442-3442,MC1729597,4404832,,,,1
65,B & R EXPRESS TRUCKING LLC,TUCSON,AZ,(914) 646-9994,MC1781060,4501876,,,,1
65,K-MILLY EXPRESS LLC,GLENVIEW,IL,(224) 656-0584,MC1803086,4542870,,,,1
65,L B & B TRUCKING LLC,NEWLAND,NC,(828) 387-0085,MC1748196,3846394,,,,3
65,LKTV TRUCKING INC,FONTANA,CA,(714) 334-2163,MC1726103,4398112,,,,6
65,D & A HAULING LLC,FLINT,MI,(810) 285-0828,MC1712973,4372858,,,,2
65,ATTRI BROS TRANS INC,FRESNO,CA,(559) 899-5501,MC1783737,4506931,,,,1
65,TNT TRUCKING OF HOMEWOOD LLC,HOMEWOOD,IL,(618) 727-2120,MC1787414,4513796,,,,2
65,E&Y TRUCKING LLC,VERONA,PA,(412) 689-2127,MC1731149,4407824,,,,1
65,SVM GLOBAL LOGISTICS LLC,JACKSONVILLE,FL,(786) 693-3630,MC1761770,4465726,,,,1
65,A 1 FROM DAY 1 TRUCKING LLC,TAYLORSVILLE,GA,(678) 834-6589,MC1800620,4529008,,,,1
65,TRD TRUCKING INC,SCHAUMBURG,IL,(773) 943-1441,MC1802975,4542700,,,,1
65,GRACE 48 EXPRESS LLC,JASPER,GA,(770) 572-6191,MC1803239,4543144,,,,1
65,CB1 LOGISTICS LLC,ISELIN,NJ,(848) 468-0586,MC1791407,4521237,,,,1
65,BRE'S LOGISTICS LLC,ORLANDO,FL,(407) 506-3060,MC1735319,4415747,,,,1
65,J&D COMPANY TRUCKING LLC,DELHI,CA,(209) 205-5434,MC1764409,4470678,,,,1
65,CORRAL & SON'S TRANSPORTION LLC,MORENO VALLEY,CA,(951) 550-9541,MC1801618,4540254,,,,1
65,GDR INTERNATIONAL TRANSPORT LLC,LEHIGH ACRES,FL,(305) 399-6257,MC1801938,3837381,,,,1
65,WEST TO EAST LOGISTICS LLC,PLAINFIELD,IL,(815) 630-7848,MC1744727,4433499,,,,1
65,AA2 TRUCKING LLC,INDIANAPOLIS,IN,(317) 909-2568,MC1704577,4357427,,,,1
65,F RIVAS TRUCKING INC,LAKELAND,FL,(201) 491-9128,MC1768009,3206495,,,,1
65,PRO1 HAULING LLC,LEESBURG,GA,(229) 449-5088,MC1716024,4378585,,,,1
65,PICK UP AND GO TRUCKING LLC,LITCHFIELD PARK,AZ,(562) 587-7258,MC1707362,4362454,,,,1
65,J&D PRIME TRANSPORT LLC,FAYETTEVILLE,GA,(678) 972-4651,MC1785379,4510050,,,,1
65,W&E TRUCKING LLC,CAMBY,IN,(317) 679-3570,MC1771561,4484135,,,,1
65,KOLOTIUK SERHII S EXPRESS LLC,CITRUS HEIGHTS,CA,(916) 905-4425,MC1750495,4444358,,,,1
65,ALPHA Z2 LOGISTICS LLC,HOWELL,NJ,(732) 328-4421,MC1803354,4543371,,,,1
65,BULLNOSE TRUCKING & EXCAVATING LLC,VEVAY,IN,(812) 599-8296,MC1801339,4539733,,,,2
65,RK SONS TRUCKING INC,TURLOCK,CA,(209) 704-3032,MC1802077,4541081,,,,1
65,LT-TRUCKING LLC,METROPOLIS,IL,(270) 210-0541,MC1802203,4541311,,,,1
65,A2Z HAULING LLC,MEMPHIS,TN,(901) 500-7279,MC1788674,4516144,,,,0
65,4 ACES LOGISTICS LLC,VICTORVILLE,CA,(323) 703-4940,MC1788922,4516579,,,,1
65,V & G TRUCKING SERVICES LLC,NORTH ARLINGTON,NJ,(631) 636-9701,MC1796697,4531136,,,,2
65,EARLEY'S TRANSPORT LLC,ROMULUS,MI,(734) 777-8211,MC1709614,4366586,,,,1
65,JAYCE TRANSPORT & LOGISTICS LLC,SPARKS,GA,(229) 585-1037,MC1779725,4479477,,,,1
65,CARRA NEWMAN TRUCKING & EXCAVATING LLC,TAMPICO,IL,(815) 499-6740,MC1793466,4525101,,,,1
65,C&A TRANSPORT LLC,KERMAN,CA,(559) 430-4869,MC1803114,4433085,,,,1
65,TREASURE COAST LEGACY LOGISTICS LLC,VERO BEACH,FL,(215) 436-7173,MC1799850,4537012,,,,0
65,FLYING TIGER TRUCKING INC,LA CRESCENTA,CA,(626) 770-5918,MC1774346,4489392,,,,2
65,HUMZY & SONS LOGISTICS LLC,DETROIT,MI,(313) 710-0873,MC1771630,4484248,,,,0
65,NO XCUSES TRUCKING INC,LIBERTYVILLE,IL,(847) 791-2868,MC1779288,4498473,,,,2
65,T-E-A LOGISTICS LLC,TOBYHANNA,PA,(718) 954-5744,MC1785847,4510863,,,,5
65,A AND A AUTO TRANSPORT LLC,WAYNE,NJ,(973) 931-0874,MC1802712,2565752,,,,1
65,N A E TRUCKING LLC,SHAFTER,CA,(661) 292-6670,MC1715243,4377078,,,,1
65,TARA CARRIER INC,FRESNO,CA,(775) 480-9011,MC1799260,4535900,,,,1
65,PIMA TRANSPORT AND LOGISTICS LLC,TUCSON,AZ,(520) 596-2591,MC1727748,4349141,,,,2
65,SANPERA CARRIER INC,BAKERSFIELD,CA,(559) 918-1161,MC1795963,4529633,,,,1
65,THREE LITTLE WOMEN TRUCKING LLC,WASHINGTON,PA,(412) 822-4690,MC1803249,4543173,,,,0
65,J&D CIA TRUCKING LLC,PATERSON,NJ,(201) 966-0613,MC1760583,4463516,,,,1
65,CEMAW TRUCKING INC,BAKERSFIELD,CA,(213) 841-3560,MC1783800,2776461,,,,3
65,SHELELA-J EXPRESS LLC,HERMITAGE,PA,(724) 815-0345,MC1802085,4541091,,,,0
65,TEMBER 15 LOGISTICS LLC,CHARLOTTE,NC,(843) 517-6599,MC1737938,4420646,,,,1
65,DX2 HAULING LLC,MOUNT AIRY,NC,(336) 353-0127,MC1730125,4379653,,,,1
65,LUPO TRANSPORT & LOGISTICS LLC,CARNEGIE,PA,(689) 280-4392,MC1755258,4453368,,,,1
65,RICH POU BAY TRUCKING LLC,DEERFIELD BEACH,FL,(954) 464-6731,MC1802796,4542394,,,,1
65,L & F BLANCO EXPRESS LLC,JURUPA VALLEY,CA,(714) 724-4886,MC1769805,4262814,,,,1
65,FAST EDDY'S LOGISTICS LLC,STOCKBRIDGE,GA,(470) 812-3907,MC1794542,4527109,,,,1
65,NUKA TRUCKING INC,RESEDA,CA,(818) 280-7255,MC1749588,4442034,,,,1
65,AG FAST FREIGHT TRANSPORT LLC,SPRINGPORT,MI,(616) 227-8025,MC1789157,4517027,,,,1
65,SM2 LOGISTICS LLC,WARREN,MI,(313) 887-4474,MC1705411,4358980,,,,1
65,HM 5STAR LOGISTICS LLC,LANDIS,NC,(786) 442-7142,MC1724012,4387574,,,,1
65,MX3 TRUCKING LLC,ADAIRSVILLE,GA,(706) 263-4187,MC1794121,4526357,,,,1
65,MIGHTYMEN HAUL STARS INC,CHICAGO,IL,(708) 618-8800,MC1802703,4542219,,,,4
65,E&A LOGISTICS LLC,SAINT LOUIS,MO,(314) 680-6413,MC1796259,4530314,,,,1
65,"BIG REDS SHIPPING, DELIVERY, & HAULING LLC",ROCKFORD,IL,(815) 540-9265,MC1785606,4510426,,,,1
65,GUARDIAN TOW & TRANSPORT LLC,CLEVELAND,TN,(423) 580-5731,MC1802884,4542572,,,,1
60,SUNLAND LEASING LLC,LAREDO,TX,(210) 535-6320,MC808558,2363372,,,,3
60,CSMD TRUCKING CO.,FRISCO,TX,(945) 544-3377,MC980442,2909451,,,,1
60,DXOS ENTERPRISES LLC,SAN BENITO,TX,(956) 556-6989,MC1020493,3245942,,,,2
60,SATCHELL ENTERPRISES LLC,ARLINGTON,TX,(972) 854-3075,MC1146380,3487018,,,,1
60,JARD ENTERPRISES LLC,LIBERTY HILL,TX,(737) 808-6826,MC1349345,3775237,,,,3
60,TM PRESTIGE ENTERPRISES LLC,RICHMOND,TX,(346) 888-9789,MC1565517,4103044,,,,1
60,SPECIALIZED FREIGHT SYSTEMS LLC,SPRING,TX,(281) 825-2584,MC1586571,4139031,,,,3
60,KHALIFA GROUP TRANSPORTATION LLC,HOUSTON,TX,(862) 423-0163,MC1661193,4272906,,,,1
60,SMITHMAD INVESTMENT GROUP LLC,HENDERSON,TX,(903) 720-2466,MC1802404,4503930,,,,1
60,RIVON GROUP LLC,HOUSTON,TX,(832) 425-5292,MC1803200,4538566,,,,1
60,TARBINSON INDUSTRIES LLC,KILGORE,TX,(855) 693-4688,MC1796737,4531203,,,,1
60,LUCA GROUP LLC,HOUSTON,TX,(956) 227-8620,MC1714382,3615352,,,,5
60,BEAR LOGISTICS GROUP LLC,WEST CHICAGO,IL,(630) 359-1114,MC044025,14566,,,,1
60,CLOSE TRUCKING LTD.,MILLERSBURG,OH,(330) 231-5454,MC148626,383212,,,,10
