ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units,Email
85,PIROLLI TRUCKING LLC,NICHOLSON,PA,(570) 846-1489,MC1640273,3943785,,,,2,JOHNPIROLLI56@GMAIL.COM
85,OJS EXPRESS LLC,HIALEAH,FL,(786) 223-0938,MC1619779,4199378,,,,2,OJSEXPRESS91@GMAIL.COM
85,CFD LOGISTICS LLC,LANCASTER,OH,(614) 649-5677,MC1610551,4182474,,,,1,ADMIN@CFDLOGISTICS.COM
85,TETE LOGISTICS LLC,SAN DIEGO,CA,(619) 721-7953,MC1613064,4187163,,,,1,ESTEBANTIRADO75@GMAIL.COM
85,JTB TRANSPORT LLC,ATLANTA,GA,(404) 492-2694,MC1638064,4233193,,,,4,jtbtransport82@gmail.com
85,JEIZY TRUCKING LLC,PERTH AMBOY,NJ,(732) 585-8021,MC1628835,4183755,,,,2,jeizytrucking@gmail.com
85,CLEARLY LOGISTICS LLC,MATAWAN,NJ,(215) 390-8225,MC1621446,4167389,,,,2,ERICHJOHNSON1969@GMAIL.COM
85,GOLDEN STAR EXPRESS LLC,MIDDLEBURG HEIGHTS,OH,(203) 873-7944,MC1608111,4178019,,,,1,GOLDENSTAREXPRESS24@GMAIL.COM
85,ML NORTH TRUCKING LLC,SAYLORSBURG,PA,(862) 213-4225,MC1650673,4256383,,,,1,MLNORTHTRUCKING@OUTLOOK.COM
85,AHMED LOGISTICS LLC,EDISON,NJ,(908) 525-2836,MC1638020,4233116,,,,1,Ahmedlogistics1993@gmail.com
85,HUA YU EXPRESS LLC,LA PUENTE,CA,(626) 216-7597,MC1623235,4205673,,,,1,AA6262167597@GMAIL.COM
85,ABZ TRANSPORT LLC,RIVERSIDE,CA,(562) 225-8794,MC1635438,4228304,,,,4,abztransportllc24@gmail.com
85,RAI TRANSPORT LLC,WINSTON SALEM,NC,(336) 937-5748,MC1623731,4206592,,,,1,RAITRANSPORTLLC01@GMAIL.COM
85,LC GENERAL LOGISTICS LLC,ROSWELL,GA,(313) 215-7833,MC1652478,4259685,,,,1,LCGENERALLOGISTICS@GMAIL.COM
85,RAYNA LOGISTICS LLC,CHICAGO,IL,(872) 235-7842,MC1677408,4305468,,,,1,RAYNALOGISTICSLLC@gmail.com
85,KIEFER TRUCKING LLC,MONTROSE,PA,(570) 278-2112,MC1590409,608426,,,,2,kieftruck@epix.net
85,BELLAMARIS TRANSPORT LLC,STOCKTON,CA,(805) 616-9060,MC1637819,4216919,,,,1,BELLAMARISTRANSPORT@GMAIL.COM
85,CBJ MIDNIGHTS TRANSPORT LLC,LAWRENCEVILLE,GA,(770) 366-8135,MC1681066,4312421,,,,4,cbjmidnights@yahoo.com
85,PRECISION HAULING LLC,GOSHEN,IN,(574) 500-5140,MC1686013,4296666,,,,2,PRECISIONHAULING101@GMAIL.COM
85,PINES AUTO HAULING LLC,TOLEDO,OH,(567) 408-0844,MC1618537,4197250,,,,2,pinesautohauling@YAHOO.COM
85,RASL LOGISTICS LLC,COLUMBIA,TN,(931) 215-3808,MC1607527,4121653,,,,1,MAIL@RASLLOGISTICS.COM
85,MAGNAT EXPRESS LLC,TIPP CITY,OH,(270) 996-9366,MC1699644,4347926,,,,1,MAGNATTRANSPORTLLC@GMAIL.COM
85,VONS TRUCKING LLC,WAKE FOREST,NC,(919) 695-1804,MC1673489,4298174,,,,1,JAHVONFIELDS9@GMAIL.COM
85,KAYNE TRUCKING LLC,PINE MOUNTAIN VALLEY,GA,(706) 681-8398,MC1649023,4253319,,,,1,JUSTIN@KAYNETRUCKING.COM
85,THE NOMADAS TRUCKING LLC,ELIZABETH,NJ,(908) 249-6774,MC1616260,4193036,,,,1,tnt-25.25@hotmail.com
85,J MARTINEZ TRANSPORT LLC,LOMPOC,CA,(805) 757-9020,MC1655499,4238283,,,,1,JMTZCUADRA@GMAIL.COM
85,NO LIMIT CARRIER LLC,CHARLOTTE,NC,(980) 226-7685,MC1621842,4203033,,,,1,NOLIMITCARRIERLLC@GMAIL.COM
85,CITYWIDE FREIGHT LOGISTICS LLC,MATAWAN,NJ,(347) 951-2890,MC1697591,4343934,,,,1,CLAUDIAMBLAKE82@GMAIL.COM
85,BAVI LOGISTICS LLC,CHICAGO,IL,(312) 721-1139,MC1624865,4208636,,,,1,OBAUTISTA2012@GMAIL.COM
85,AEZ TRUCKING LLC,HARVEY,IL,(708) 372-3078,MC1604541,4171454,,,,1,AZUNIGA255@GMAIL.COM
85,HALLWOOD TRANSPORT LLC,MARSYVILLE,CA,(530) 790-8530,MC1676575,3025765,,,,3,JCHAVEZTRUCKING17@GMAIL.COM
85,CBA TRANSPORT LLC,CUTLER BAY,FL,(754) 288-3129,MC1684843,4319103,,,,1,CBATRANSPORTUSA@GMAIL.COM
85,PRATZ TRUCKING LLC,CROSS TIMBERS,MO,(417) 770-2104,MC1592087,4148574,,,,1,PRATZTRUCKING@GMAIL.COM
85,WAAN LOGISTICS LLC,SAINT CLOUD,FL,(786) 918-7817,MC1594321,4152458,,,,1,WAAN.LLC2023@GMAIL.COM
85,LEGACY ONE TRANSPORT LLC,KISSIMMEE,FL,(407) 747-2048,MC1606063,4174208,,,,2,legacyonetransport1@gmail.com
85,BLYM LOGISTICS EXPRESS LLC,FORT PIERCE,FL,(772) 708-6835,MC1616560,4193597,,,,3,BLLOGISTICSEXPRESSLLC@GMAIL.COM
85,OGM LOGISTICS LLC,MIAMI,FL,(786) 274-2628,MC1671329,4294073,,,,1,FRITZOGE45@GMAIL.COM
85,BERNARDINO EXPRESS LLC,SAN BERNARDINO,CA,(818) 836-7637,MC1643948,4239858,,,,1,HENRYBDINO86@GMAIL.COM
85,HEYDAY EXPRESS LLC,MAINEVILLE,OH,(513) 255-2069,MC1638478,4233931,,,,2,HEYDAYEXPRESSLLC@GMAIL.COM
85,MARA EXPRESS LLC,SHENANDOAH,PA,(862) 440-7507,MC1658509,4270672,,,,1,MARAEXPRESS1960@GMAIL.COM
85,ALKE TRUCKING LLC,MAPLEWOOD,NJ,(973) 996-5304,MC1652574,4259881,,,,1,ALKETRUCKINGLLC@GMAIL.COM
85,TGC TRUCKING LLC,MONTCLAIR,CA,(626) 428-6272,MC1666532,4285299,,,,1,TOMYKUANG@GMAIL.COM
85,ZHYBER TRUCKING LLC,DANIA,FL,(728) 202-1800,MC1676645,4304040,,,,1,ZEBRARELOCATION@GMAIL.COM
85,ONE STEP TRUCKING LLC,SHAFTER,CA,(661) 346-3905,MC1654749,4226209,,,,2,JVILLAGRAN1968@GMAIL.COM
85,HBF EXPRESS LLC,MASON,OH,(415) 481-7994,MC1694562,4338020,,,,1,HBFEXPRESSLLC1@GMAIL.COM
85,COBO TRANSPORT LLC,FLORISSANT,MO,(314) 938-1227,MC1642768,4241752,,,,1,COBOTRANSPORT315@GMAIL.COM
85,QNS LOGISTICS LLC,INDIANTOWN,FL,(772) 284-0311,MC1630948,4219975,,,,2,qnslogistics1@gmail.com
85,ARDON TRUCKING LLC,ZEBULON,NC,(919) 518-6486,MC1676803,4304309,,,,1,JAARDONLOBOS@ARDONTRUCKINGLLC.COM
85,LEACH TRANSPORT LLC,MIDDLEBURG,FL,(515) 564-9440,MC1648852,4252994,,,,1,SARAHLEACH7782@GMAIL.COM
85,ACG TRANSPORT LLC,BUFORD,GA,(678) 523-9459,MC1609310,4180256,,,,2,ACGLOGISTICS5050@GMAIL.COM
85,APORTELA TRANSPORT LLC,HESPERIA,CA,(213) 663-8716,MC1619058,4198219,,,,1,APORTELA73@YAHOO.COM
85,MARTINEZ LOGISTICS TRANSPORT LLC,MAGNOLIA,NJ,(201) 899-1390,MC1606336,4174679,,,,1,MARTINEZLOGISTICAMAZON@GMAIL.COM
85,JKM LOTUS LOGISTICS LLC,DALTON,GA,(706) 313-5358,MC1695624,4340064,,,,3,KBRADFORD@lotuslogistics.online
85,MIAMI EAGLE TRUCKING LLC,CARMICHEAL,CA,(916) 513-3564,MC1604639,4171625,,,,2,MIAMI.LLC786@GMAIL.COM
85,HUMPHREY HAULING LLC,SANFORD,NC,(786) 424-6380,MC1659798,4256236,,,,1,HUMPHREYHAULING2024@GMAIL.COM
85,SUPERCHARGED TRUCKING LLC,LODI,CA,(209) 200-0874,MC1627222,4213030,,,,1,RIVAS.EVERARDO@YAHOO.COM
85,SKYCAM TRANSPORT LLC,PLEASANT GARDEN,NC,(336) 509-2016,MC1668702,4289383,,,,1,SKYCAMTRANSPORTLLC@YAHOO.COM
85,PEGAS LOGISTICS LLC,FEASTERVILLE TREVOSE,PA,(267) 270-6195,MC1670234,4292067,,,,1,ALEXAZIZOV7@GMAIL.COM
85,SADIYA LOGISTICS LLC,SEVEN FIELDS,PA,(267) 253-5666,MC1694194,4337251,,,,1,SADIYALOGISTICSLLC@GMAIL.COM
85,AVG EXPRESS LLC,TUCSON,AZ,(520) 427-4342,MC1686978,4323070,,,,1,AVGXPRESS@OUTLOOK.COM
85,TRIPLE CROSS TRUCKING LLC,JAMESPORT,MO,(816) 866-3002,MC1627580,4213723,,,,2,INFO@TRIPLECROSSTRUCKING.COM
85,MK MEGA LOGISTICS LLC,FAYETTEVILLE,NC,(704) 498-2255,MC1629558,4047179,,,,1,info@mkmegalogistics.com
85,RC TRANSPORT LOGISTICS LLC,CREST HILL,IL,(815) 200-7082,MC1660032,4273483,,,,1,RONALDCOOKS15@YAHOO.COM
85,CONCEPCION TRUCKING LLC,POMPANO BEACH,FL,(941) 249-2319,MC1700534,4349642,,,,1,AMAURYCONCEPCIONDR@GMAIL.COM
85,JDLR TRUCKING LLC,BRADENTON,FL,(786) 301-8037,MC1694264,4337385,,,,1,JAVIERDELAROSA89@YAHOO.COM
85,NAVA LOGISTICS LLC,COLUMBUS,OH,(330) 245-6281,MC1651061,4257118,,,,6,NAVALOGISTICSLLC@OUTLOOK.COM
85,DUBE LOGISTICS LLC,MECHANICSBURG,PA,(612) 741-1842,MC1668334,4288663,,,,1,DUBELOGISTICSLLC4@GMAIL.COM
85,ROODELY EXPRESS LLC,PLAINFIELD,IN,(317) 641-9480,MC1697261,4343275,,,,1,ROODELYEXPRESS@GMAIL.COM
85,JAY LOGISTICS LLC,COSTA MESA,CA,(770) 713-0988,MC1677458,4305565,,,,1,JAYLOGISTICS.LLC@ICLOUD.COM
85,WEZEN LOGISTICS LLC,JACKSONVILLE,FL,(904) 868-1854,MC1629454,4217265,,,,1,wezenlogistics@gmail.com
85,MANCEBO LOGISTICS LLC,CARLSTADT,NJ,(862) 287-4646,MC1665845,4282674,,,,1,MANCEBOLOGISTICS@GMAIL.COM
85,SE HOTSHOT TRUCKING LLC,CHATTANOOGA,TN,(423) 322-7787,MC1614519,4189820,,,,1,SEHOTSHOTTRUCKING@GMAIL.COM
85,HAIFA TRUCKING LLC,TEANECK,NJ,(973) 444-2666,MC1644708,4245262,,,,2,HAIFA.TRUCKING@GMAIL.COM
85,NOBLE FREIGHT BROTHERS LLC,MIAMI,FL,(305) 479-1331,MC1614130,4189105,,,,2,NOBLEFREIGHTBROTHERS@GMAIL.COM
85,FIVE HIVE LOGISTICS LLC,UNION CITY,GA,(678) 608-9571,MC1705415,4358983,,,,1,FIVEHIVELOGISTICS@YAHOO.COM
85,DYNAMIC TRANSPORT LLC,LOGANSPORT,IN,(574) 226-2475,MC1711553,4370230,,,,3,dYNAMICTRANSPORT.LLC25@GMAIL.COM
85,TOCELS TRANSPORT LLC,BOYNTON BEACH,FL,(862) 944-0335,MC1774891,4490377,,,,1,TONCELSTRANSPORTLLC@GMAIL.COM
85,JON SIBLEY TRUCKING LLC,IRONWOOD,MI,(906) 364-2543,MC1706817,4361525,,,,1,JSIB115@CHARTER.NET
85,BECERRA JR TRUCKING LLC,WEEHAWKEN,NJ,(551) 327-7948,MC1707898,4330064,,,,1,BECERRATTRUCKINGLLC@GMAIL.COM
85,BIG P TRUCKING LLC,SYLVANIA,GA,(912) 425-9929,MC1768817,4479139,,,,1,ALGERLON11@GMAIL.COM
85,ASANTE TRUCKING LLC,AVENEL,NJ,(732) 619-3850,MC1760897,3806584,,,,1,JOEASANTE45@GMAIL.COM
85,DVR TRUCKING LLC,LIBERTY TOWNSHIP,OH,(513) 208-7988,MC1793450,4525070,,,,1,DVRTRUCKINGLLC@GMAIL.COM
85,CORLEE LOGISTICS LLC,HOPE MILLS,NC,(910) 850-4977,MC1802279,4541432,,,,1,CORLEELOGISTICS@GMAIL.COM
85,EVERGREEN TRUCKING SOLUTIONS LLC,FARMINGTON HILLS,MI,(810) 394-7870,MC1794623,4527248,,,,1,EVERGREENTRUCKINGSOLUTIONS@GMAIL.COM
85,SOUTHBOUND HAULING LLC,PENSACOLA,FL,(850) 619-1230,MC1802581,4542014,,,,1,SOUTHBOUNDHAULING.FL@GMAIL.COM
85,ESTEVEN EXPRESS LLC,HARRISBURG,PA,(717) 408-1361,MC1801732,4540469,,,,1,ESTEVENEXPRESSLLC@GMAIL.COM
85,BTMT TRANSPORT LLC,WAVERLY,TN,(931) 622-0894,MC1802390,4541665,,,,2,BTMTTRANSPORT@GMAIL.COM
85,GUILLEN LOGISTICS LLC,PERTH AMBOY,NJ,(407) 663-1944,MC1795087,4245594,,,,1,TAVOGUS1918@HOTMAIL.COM
85,ROYAL ROUTE LOGISTICS LLC,MUNCIE,IN,(618) 580-9287,MC1802830,4542478,,,,1,DRESUGGS21@GMAIL.COM
85,JOHNSTON LOGISTICS LLC,QUEEN CREEK,AZ,(602) 492-0200,MC1734728,4414658,,,,1,JOHNSTONFAMILYLOGISTICS@GMAIL.COM
85,DND MC TRANSPORT LLC,KISSIMMEE,FL,(470) 452-1012,MC1748720,4440999,,,,1,DNDMCTRANSPORTLLC@YAHOO.COM
85,PRETTY FAST LOGISTICS LLC,MORROW,GA,(470) 979-0146,MC1775403,4491314,,,,2,PrettyfastLogistics25@gmail.com
85,MJS TRANSPORT LLC,NORTH HOLLYWOOD,CA,(818) 588-2700,MC1701801,4352054,,,,1,SILVA84.JOSE22@GMAIL.COM
85,GYL TRUCKING LLC,CINCINNATI,OH,(513) 501-4333,MC1749333,4442181,,,,1,GYLTRUCKINGLLC@HOTMAIL.COM
85,VITAL VALLEY LOGISTICS LLC,EASTON,PA,(610) 483-1099,MC1799077,4535554,,,,1,thill@vitalvalleylogistics.com
85,JOHNNYBBS LOGISTICS LLC,CHICAGO,IL,(312) 533-6377,MC1799116,4535658,,,,10,JOHNNYBBSLOGISTICS@GMAIL.COM
85,BACKROAD TRUCKING LLC,JAMESVILLE,NC,(252) 217-4949,MC1750362,4444138,,,,1,BACKROADTRUCKING23@GMAIL.COM
85,TJS LOGISTICS LLC,DESERT HOT SPRINGS,CA,(760) 832-2088,MC1742521,4429246,,,,2,HOTSHOT@TJSLOGISTICSLTD.COM
85,LAW LOGISTICS LLC,SHELBY,OH,(419) 989-5979,MC1726516,4398893,,,,1,OFFICE.LAWLOGISTICS@GMAIL.COM
85,JKAY TRANSPORT LLC,FRESNO,CA,(559) 420-8590,MC1761679,4465572,,,,1,OWNER@JKAYTRANSPORT.COM
85,BONILLA LOGISTICS LLC,MENDOTA,CA,(559) 596-4301,MC1703859,4356025,,,,1,BONILLA_LOGISTICS@ICLOUD.COM
85,CORRY TRUCKING LLC,BINGHAMTON,NY,(607) 242-7314,MC1783563,4498973,,,,1,RYAN.CORRY@AOL.COM
85,AURORAS RLV TRUCKING LLC,BAKERSFIELD,CA,(408) 613-8078,MC1735703,4416504,,,,1,AURORASRLVTRUCKINGLLC@GMAIL.COM
85,RESILIENCIA TRANSPORT LLC,CUTLER BAY,FL,(786) 643-0813,MC1793859,4525820,,,,2,ADMIN@RESILIENCIATRANSPORT.COM
85,LUMORA EXPRESS LLC,CLAYTON,NC,(631) 671-8516,MC1776376,4492997,,,,1,LUMORAEXPRESS@GMAIL.COM
85,CINCINNATI EXPRESS LLC,SHARONVILLE,OH,(513) 908-9066,MC1715581,4377740,,,,1,CINCINNATIEXPRESSLLC@GMAIL.COM
85,AMASON TRANSPORT LLC,COLUMBUS,OH,(845) 390-1002,MC1792051,4522017,,,,1,AMASONTRANSPORT2026@GMAIL.COM
85,NAPTOWN EXPRESS LLC,INDIANAPOLIS,IN,(317) 551-1331,MC1728581,4402940,,,,5,DISPATCH@NAPTOWNEXPRESS.COM
85,JS CARGO EXPRESS LLC,AURORA,IL,(815) 779-9751,MC1802127,4541165,,,,1,JSCARGO2025@GMAIL.COM
85,MARIN CARRIER LLC,MONTEBELLO,CA,(562) 523-7010,MC1709995,4367315,,,,1,ALVAROMARIN18.AM@GMAIL.COM
85,CLAY TRUCKING LLC,SALINAS,CA,(323) 687-8530,MC1795218,4518682,,,,1,CLAYTRUCKING17@GMAIL.COM
85,ASJ TRANSPORT LLC,HIGH POINT,NC,(843) 270-1391,MC1741937,4428116,,,,15,ASJTRANSPORT.dispatch@gmail.com
85,B GIBSON TRUCKING LLC,GASTON,IN,(765) 432-6788,MC1702853,4354056,,,,1,BETHANY@BGIBSONTRUCKING.COM
85,DAXT TRUCKING LLC,GALION,OH,(234) 659-8595,MC1797696,4530454,,,,1,DAXTTRUCKINGLLC@OUTLOOK.COM
85,RALLY LOGISTICS LLC,CARTERET,NJ,(908) 347-2447,MC1778238,4496535,,,,1,OPERATIONS@RALLYLOGISTICSLLC.COM
85,TRUSTED T TRUCKING LLC,GREENSBORO,NC,(336) 254-2638,MC1719274,4384444,,,,1,TRELNORFLEET@GMAIL.COM
85,SSE LOGISTICS LLC,YORK,PA,(717) 815-0664,MC1793546,4525275,,,,1,SSELOGISTICLLC@GMAIL.COM
85,MNS LOGISTICS LLC,CLIFTON,NJ,(862) 328-0589,MC1772115,4485169,,,,1,MNSMNSLOGISTICS@GMAIL.COM
85,SL BLUE TRANSPORT LLC,OCALA,FL,(786) 969-5113,MC1707922,4363520,,,,1,SLBLUETRANSPORT@GMAIL.COM
85,NEWELL LOGISTICS LLC,ATLANTA,GA,(404) 706-3519,MC1802124,4541160,,,,1,SHON@NEWELL-LOGISTICS.COM
85,SAFA TRUCKING LLC,GREENSBORO,NC,(336) 456-0087,MC1728878,4403475,,,,1,SAFATRUCKINGLLC2025@GMAIL.COM
85,ARIAARIA TRUCKING LLC,PHOENIX,AZ,(949) 386-9831,MC1799827,4536977,,,,1,ARIASALAMI77@GMAIL.COM
85,JMC LOGISTICS EXPRESS LLC,SKILLMAN,NJ,(862) 450-5269,MC1786084,4511241,,,,1,JMCLOGISTICSEXPRESS@GMAIL.COM
85,PARSONS LEGACY TRANSPORT LLC,HUBERT,NC,(252) 306-3705,MC1763835,4465283,,,,1,DEVIN@PARSONSLEGACYTRANSPORTLLC.COM
85,MRD TRUCKING LLC,MIAMI,FL,(305) 773-0962,MC1739568,4423680,,,,2,MRDTRUCKINGLLC@YAHOO.COM
85,KENN TRUCKING LLC,MEDINA,OH,(234) 652-8542,MC1798675,4534801,,,,1,KENNTRUCKINGLLC@OUTLOOK.COM
85,MCIII LOGISTICS LLC,CHICAGO,IL,(312) 504-4463,MC1748747,4441048,,,,1,MORRIS.CANNON3@GMAIL.COM
85,UNITED WAY TRANSPORT LLC,VICTORVILLE,CA,(909) 734-3698,MC1793373,4524937,,,,2,BIGGRICH78@GMAIL.COM
85,SMOOTH HAULING LLC,MIAMI,FL,(305) 764-0486,MC1712248,4371478,,,,1,CHRISTIANMOJICATR@GMAIL.COM
85,MOVING MOUNTAINS HAULING LLC,DAYTON,OH,(513) 913-9200,MC1801941,4274006,,,,2,TATIYMANCE92@GMAIL.COM
85,FREEPORT EXPRESS LLC,FREEPORT,IL,(815) 582-0010,MC1802411,4541696,,,,1,FREEPORTEXPRESS@ROCKFORDACTGMX.COM
85,BEILER TRUCKING LLC,PANTEGO,NC,(252) 943-7800,MC1802478,4535792,,,,1,TOMBELIERSANDBLASTING@GMAIL.COM
85,CLJ SUPREME LOGISTICS LLC,THOMSON,GA,(424) 303-3919,MC1802804,4542413,,,,1,COREY2307MA@YAHOO.COM
85,SHAFFER LOGISTICS LLC,MONROEVILLE,PA,(513) 290-1576,MC1786178,4511424,,,,1,SHAFFERED513@GMAIL.COM
85,STRONG ISLAND LOGISTICS LLC,CENTER MORICHES,NY,(631) 740-6830,MC1793199,4524610,,,,1,STRONGISLANDLOGISTICSLLC@GMAIL.COM
85,WILSON ELITE TRANSPORT LLC,MENTOR,OH,(440) 321-6563,MC1801538,4540084,,,,1,WILSONELITETRANSPORTLLC@GMAIL.COM
85,KIS TRUCKING LLC,BUCKEYE,AZ,(714) 492-0935,MC1712462,4371870,,,,1,RGUTZ13@GMAIL.COM
85,GONZALEZ TRUCKING CO LLC,VISALIA,CA,(559) 804-3273,MC1802661,4542149,,,,1,GONZALEZTRUCKINGCO26@GMAIL.COM
85,CMP AUTO TRANSPORT LLC,MAITLAND,FL,(904) 456-7835,MC1803072,4542843,,,,1,Catalinapatino2308@gmail.com
85,PHANTOM EXPRESS LLC,OAKBROOK TERRACE,IL,(331) 316-8886,MC1741833,4427934,,,,1,CARRIER@PHANTOM-EXPRESS.COM
85,AJ BURGOS LOGISTICS LLC,COVINGTON,GA,(786) 873-5285,MC1789811,4507293,,,,1,alejandroburgos23@yahoo.com
85,RDL LOGISTICS LLC,MEDINA,OH,(234) 252-6598,MC1797563,4532816,,,,1,RDLLOGISTICSLLC@OUTLOOK.COM
85,EAM LOGISTICS LLC,CASA GRANDE,AZ,(520) 840-3646,MC1714997,4376634,,,,3,EAMLOGISTICS@YAHOO.COM
85,NEW PORTAL LOGISTICS LLC,LAKE MARY,FL,(407) 721-6319,MC1771438,3603072,,,,1,omk@newportallogistics.com
85,EVER DRIVE TRANSPORT LLC,ORLANDO,FL,(508) 364-4346,MC1777265,4494680,,,,1,RICARDO_OLIVEIRA007@HOTMAIL.COM
85,RICHERT TRUCKING LLC,WHITTIER,CA,(562) 418-9504,MC1729075,4131602,,,,2,richerttruckingllc@gmail.com
85,UNCLE MIKES TRANSPORT LLC,HARRISBURG,NC,(980) 529-1129,MC1785321,4509962,,,,1,UNCMIKESTP@GMAIL.COM
85,DULET TRANSPORT LLC,GAINESVILLE,FL,(352) 529-7372,MC1798476,4534426,,,,1,DULETTRANSPORTLLC.COM@OUTLOOK.COM
85,LOUS LOGISTICS LLC,MEMPHIS,TN,(901) 512-9269,MC1803160,4542992,,,,1,FLEMINGTUWUN4@GMAIL.COM
85,GRS LOGISTICS LLC,HAMILTON,OH,(840) 210-4574,MC1785661,4510513,,,,1,GRS898989@GMAIL.COM
85,SNOWBALL LOGISTICS LLC,NEWARK,NJ,(973) 332-8786,MC1736702,4418319,,,,1,SNOWBALL250502@GMAIL.COM
85,RR TRANSPORT LLC,KANSAS CITY,MO,(929) 340-3705,MC1802753,4542311,,,,1,RAHEEL.ANJUM878@GMAIL.COM
85,KCC EXPRESS LLC,ADAIRSVILLE,GA,(562) 665-3610,MC1718708,4334740,,,,1,HYUNGK1219@GMAIL.COM
85,ALEXANDER TRUCKING LLC,COLUMBIA,TN,(931) 384-0675,MC1724183,4394363,,,,1,ALEXANDERBACKHOE@YAHOO.COM
85,TWISTED TRUCKING LLC,JACKSON,TN,(731) 499-0192,MC1722554,4380927,,,,1,TUCKERBEST1@YAHOO.COM
85,DKO TRUCKING LLC,BELL GARDENS,CA,(562) 738-1040,MC1748717,4440994,,,,1,dodgersdeon@icloud.com
85,JSL CARGO LOGISTICS LLC,ISLIP TERRACE,NY,(631) 703-4402,MC1716754,4379944,,,,3,JSLCARGO@JSLCARGOLOGISTICSLLC.COM
85,PRIMEHAUL LOGISTICS LLC,IVANHOE,CA,(559) 595-3113,MC1773408,4487592,,,,1,ANAHITORITO@GMAIL.COM
85,JOYCE HAULING LLC,PITTSBURGH,PA,(412) 953-7662,MC1781495,4502705,,,,1,DRPBJ@HOTMAIL.COM
85,DOUBLE DOWN TRANSPORT LLC,MONTICELLO,IN,(574) 870-3326,MC1802229,4541353,,,,1,DOUBLEDOWNTRANSPORT26@GMAIL.COM
85,ELIZER LOGISTICS LLC,ELMONT,NY,(516) 209-1793,MC1802577,4542007,,,,1,admin@elizerlogistics.com
85,ILIANS LOGISTICS LLC,LOS ANGELES,CA,(323) 395-6750,MC1800411,4538059,,,,1,ILIANSLOGISTICSLLC@GMAIL.COM
85,FR TRUCKING LLC,SAINT LOUIS,MO,(314) 426-2525,MC1792278,4522885,,,,6,TPUPILLO@FRONTROWPRODUCE.COM
85,ELYAS TRUCKING LLC,SHELBY TOWNSHIP,MI,(702) 927-9837,MC1798879,4535152,,,,1,ELYASTRUCKING@GMAIL.COM
85,LEH LOGISTICS LLC,ORLANDO,FL,(786) 431-9835,MC1722897,4377308,,,,1,ERIKJURENA@AOL.COM
85,LEMOR WILSON LOGISTICS LLC,ALLENTOWN,PA,(484) 764-0528,MC1788879,4516507,,,,1,LEMORWILSONLOG@GMAIL.COM
85,CHIMBORAZO TRANSPORT LLC,NEWARK,NJ,(201) 761-9424,MC1792814,4523932,,,,1,CHIMBORAZOTRANSPORT@GMAIL.COM
85,NDK TRANSPORT LLC,CROSSVILLE,TN,(862) 306-5616,MC1802509,4541880,,,,1,klippd007@yahoo.com
85,ADAL LOGISTICS LLC,CHULA VISTA,CA,(619) 510-3843,MC1744792,4433630,,,,1,ATORRESGZLEZ@GMAIL.COM
85,NAJERA TRUCKING LLC,RICHMOND,CA,(510) 334-3815,MC1717665,4183095,,,,1,najeratruckin@gmail.com
85,MILECORE LOGISTICS LLC,JEFFERSONVILLE,IN,(502) 453-8577,MC1770902,4482931,,,,1,CPIRTLE84@GMAIL.COM
85,KRJM HAULING LLC,OSGOOD,IN,(812) 212-7997,MC1801776,4540545,,,,1,KRJMHAULING@YAHOO.COM
85,PERFECTION LOGISTICS LLC,FORT WAYNE,IN,(260) 372-0568,MC1731422,4408358,,,,1,PERFECTION8LOGISTICSLLC@GMAIL.COM
85,MANNY TRANSPORT LLC,SPRINGDALE,OH,(513) 773-8404,MC1745026,4434074,,,,1,HERRERA.MANUEL4@ICLOUD.COM
85,VALENTIN TRANSPORT LLC,SMITHFIELD,NC,(704) 835-8320,MC1733003,4411409,,,,1,VALENTINTRANSPORT27@GMAIL.COM
85,DONN TRANSPORT LLC,DANVILLE,IN,(317) 809-0088,MC1792702,4523712,,,,1,PATRICKPIERRE3028@GMAIL.COM
85,KME TRANSPORT LLC,LAGRANGE,IN,(260) 349-8041,MC1774722,4490071,,,,1,KMETRANSPORT2025@GMAIL.COM
85,MOMA AUTO EXPRESS LLC,WINTER SPRING,FL,(407) 705-9938,MC1703307,4354947,,,,1,MOMAAUTOEXPRESS@GMAIL.COM
85,TOP LOAD TRANSPORT LLC,SAN ANTONIO,FL,(786) 647-4011,MC1759036,4460592,,,,1,TOPLOADTRANSPORT@GMAIL.COM
85,EVERLINK TRANSPORT LLC,LA PUENTE,CA,(626) 922-6050,MC1787989,4514881,,,,1,FU196@HOTMAIL.COM
85,PRIME MILE LOGISTICS LLC,HIGHLAND,NY,(845) 399-9657,MC1788213,4515275,,,,4,PRIME.MILE.LOGISTICS24@GMAIL.COM
85,RELOADING TRANSPORT LLC,LA GRANGE,NC,(919) 252-8457,MC1709072,4365613,,,,2,RELOADINGTRANSPORT@OUTLOOK.COM
85,CHHOKER TRANSPORT LLC,CERES,CA,(916) 764-8478,MC1709625,4366611,,,,1,CHHOKERTRANSPORT08@GMAIL.COM
85,SOUTHERN KUSTOM TRANSPORT LLC,MULBERRY,FL,(863) 797-9811,MC1802398,4541653,,,,1,SOUTHERNKUSTOM26@GMAIL.COM
85,BRAVO ZULU LOGISTICS LLC,PLAINFIELD,NJ,(908) 937-7707,MC1718210,4382524,,,,1,JUANMCARRASCO17@GMAIL.COM
