Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
DREAM N GO TRANSPORTATION LLC,COLLEGE PARK,GA,(646) 883-2933,MC1133076,3466210,,,
LIB FAST-TRACK TRANSPORT LLC,STONE MOUNTAIN,GA,(706) 319-0328,MC1152950,3497135,,,
"MARCUS PARKS AND ASSOCIATES, LLC.",AUGUSTA,GA,(706) 399-8536,MC1156475,3502355,,,
ROBERSON TRANSPORTATION & LOGISTICS LLC,MONROE,GA,(678) 897-9917,MC1064864,3337946,,,
FANIKO TRANSPORTS LLC,STONE MOUNTAIN,GA,(770) 873-5070,MC1048745,3304812,,,
TIMBERHOUSE DELIVERY LLC,CONYERS,GA,(470) 295-1712,MC1044731,3296382,,,
AUTUMN ROSE TRUCKING LLC,FAYETTEVILLE,GA,(404) 518-7028,MC1114394,3435703,,,
AME TRUCKING LLC,ATLANTA,GA,(404) 991-8778,MC1088523,3388193,,,
LAND CRUISER TRUCKING LLC,UNION CITY,GA,(678) 682-4443,MC1136475,3471632,,,
KING USA TRANSPORT CORP,MOULTRIE,GA,(407) 600-1862,MC1157611,3504063,,,
D & J MARSHALL TRUCKING INC,ELLENWOOD,GA,(205) 860-0073,MC1203427,3571847,,,
NETSERD TRUCKING LLC,MARIETTA,GA,(770) 900-2396,MC1260637,3575629,,,
ANBESSA FINANCE LLC,ATLANTA,GA,(770) 376-9826,MC1257423,3649567,,,
EPIX TRUCKING LLC,COVINGTON,GA,(701) 729-4890,MC1215130,3589259,,,
MQL TRANSPORTATION LLC,ALBANY,GA,(229) 234-8411,MC1199743,3566368,,,
R MITCHELL TRUCKING LLC,PERRY,GA,(478) 777-1137,MC1232776,3615141,,,
BIG FIVE LIMITED COMPANY,MENLO,GA,(770) 561-9951,MC1164556,3514751,,,
FLEET SERVICES AND SALES LLC,ATLANTA,GA,(404) 786-1026,MC1307578,3718035,,,
BGI LOGISTICS LLC,NORCROSS,GA,(678) 591-0344,MC1312590,3724902,,,
GLOBAL LYNX LOGISTICS LLC,COLLEGE PARK,GA,(850) 210-3038,MC1351203,3777762,,,
ORTIZ TRANSPORTATION LLC,PORT WENTWORTH,GA,(912) 695-2478,MC1357394,2067933,,,
STUMP TRUCKING LLC,HAMILTON,GA,(706) 587-2328,MC1277042,3423511,,,
HOUSTON'S HEAVY HAULING LLC,JONESBORO,GA,(770) 880-8405,MC1297227,3704032,,,
SHOWTIME XPRESS LLC,MUSELLA,GA,(678) 808-9724,MC1282514,3683944,,,
RAINMAN TRUCKING LLC,FORT VALLEY,GA,(478) 244-2233,MC1325144,3701537,,,
F & M LOGISTICS LLC,LITHONIA,GA,(305) 725-6055,MC1313533,3726149,,,
BCD CROSSROADS LLC,ACWORTH,GA,(470) 812-9879,MC1302802,3711553,,,
MOLEX TRANSPORTATION LLC,ATLANTA,GA,(762) 248-2087,MC1327606,3745618,,,
LYONS FREIGHT & LOGISTICS LLC,DOUGLASVILLE,GA,(404) 857-9838,MC1355658,3783883,,,
CANDYLANE LOGISTICS LLC,JONESBORO,GA,(470) 624-5470,MC1336866,3758252,,,
MILLION WAYS LLC,REX,GA,(404) 263-1193,MC1436860,3900612,,,
FILIPORTS TRANSPORTATION LLC,HINESVILLE,GA,(731) 201-1111,MC1398434,3843365,,,
V & A RAPID LOGISTICS LLC,DOUGLASVILLE,GA,(678) 698-6886,MC1453079,3925149,,,
MACCREARY LOGISTICS LLC,COVINGTON,GA,(833) 227-5770,MC1400808,3846771,,,
SIMONE LOGISTICS LLC,LOGANVILLE,GA,(404) 437-0621,MC1410880,3861666,,,
E&F NESTING LLC,MARIETTA,GA,(470) 353-8980,MC1484346,3971759,,,
HIGHWAY DRE LOGISTICS LLC,DECATUR,GA,(747) 275-5941,MC1547783,4070126,,,
DIBO EXPRESS LLC,CLARKSTON,GA,(619) 314-3555,MC1521359,4028518,,,
M&Z LOGISTICS LLC,POOLER,GA,(912) 666-9455,MC1594133,4152089,,,
AHH TRUCKING LLC,CLARKSTON,GA,(404) 740-6815,MC1539425,3657247,,,
A&S FAMILY CARRIER LLC,MADISON,GA,(404) 990-2112,MC1504076,4001558,,,
BAMA LOGISTICS LLC,MCDONOUGH,GA,(770) 268-1666,MC1577417,4123275,,,
ALL NIGHT FLIGHT TRUCKING LLC,RICHMOND HILL,GA,(269) 598-4898,MC1486857,3975469,,,
MK FAMILY TRANSPORTATION & LOGISTIC LLC,LAWRENCEVILLE,GA,(762) 436-1325,MC1526486,4036657,,,
PEACH CONNECT LLC,NORCROSS,GA,(404) 518-8182,MC1559283,4092338,,,
HUNNICUT CREEK HAULING LLC,RUTLEDGE,GA,(404) 395-3123,MC1507577,4006806,,,
AJ EXPRESS INC,BUFORD,GA,(770) 589-9898,MC1557263,4089004,,,
THY WINGS TRUCKING LLC,SENOIA,GA,(770) 733-3155,MC1567857,4106935,,,
CLOCKWORK CARRIERS LLC,DECATUR,GA,(404) 275-8515,MC1522826,4030815,,,
ROWE LOGISTICS SERVICES LLC,ATLANTA,GA,(706) 979-1179,MC1574458,4118164,,,
DEDICATED DRIVERS TRUCKING LLC,POWDER SPRINGS,GA,(720) 756-9871,MC1523393,4031714,,,
SANDERS DELAND TRANSPORTING,SAVANNAH,GA,(404) 484-8647,MC1585009,4136409,,,
DREMAR TRANSPORT & LOGISTICS LLC,ATLANTA,GA,(770) 597-2825,MC1504184,4001734,,,
UMAMA TRUCKING LLC,ATLANTA,GA,(404) 860-0310,MC1556453,4087588,,,
JTB TRANSPORT LLC,ATLANTA,GA,(404) 492-2694,MC1638064,4233193,,,
THE TRAVELING HUSTLER TRANSPORT LLC,LITHONIA,GA,(404) 759-5843,MC1660615,4263859,,,
LC GENERAL LOGISTICS LLC,ROSWELL,GA,(313) 215-7833,MC1652478,4259685,,,
JOSE ROBERTO NAJERA,CARROLLTON,GA,(470) 532-7000,MC1665116,4282763,,,
CBJ MIDNIGHTS TRANSPORT LLC,LAWRENCEVILLE,GA,(770) 366-8135,MC1681066,4312421,,,
EFE TRANSPORTATION,DALLAS,GA,(219) 810-7959,MC1662570,4055131,,,
ASG TRANSPORTS LLC,FOREST PARK,GA,(404) 395-2370,MC1697812,4344400,,,
THT TRANSPORTS LLC,BRUNSWICK,GA,(912) 246-2537,MC1698309,4345281,,,
KAYNE TRUCKING LLC,PINE MOUNTAIN VALLEY,GA,(706) 681-8398,MC1649023,4253319,,,
GREGORY LONDY LIMITED LIABILITY COMPANY,MACON,GA,(478) 832-3869,MC1640658,4237896,,,
WHALEY WORKS LLC,MARIETTA,GA,(678) 696-0896,MC1670900,4293301,,,
AFTERMATH LOGISTICS INCORPORATED,RINCON,GA,(912) 433-8699,MC1693626,4336175,,,
KNITE RIDER TRUCKING INC,JONESBORO,GA,(404) 690-5959,MC1687604,4324269,,,
CAMDEN DELIVERY LLC,FAIRBURN,GA,(770) 871-8960,MC1696188,4341187,,,
LEONARD BOWLES JR INC,SENOIA,GA,(678) 588-3033,MC1655470,4264969,,,
1ST TRY TRANSPORTATION LLC,THOMSON,GA,(706) 962-1944,MC1677591,3065259,,,
EN TRADE & LOGISTICS LLC,CUMMING,GA,(470) 680-8181,MC1645676,4247090,,,
ACG TRANSPORT LLC,BUFORD,GA,(678) 523-9459,MC1609310,4180256,,,
JKM LOTUS LOGISTICS LLC,DALTON,GA,(706) 313-5358,MC1695624,4340064,,,
FIVE HIVE LOGISTICS LLC,UNION CITY,GA,(678) 608-9571,MC1705415,4358983,,,
CASEY BRUCE,NEWNAN,GA,(770) 304-9537,MC1767065,4475853,,,
BIG P TRUCKING LLC,SYLVANIA,GA,(912) 425-9929,MC1768817,4479139,,,
GOOD GUY TRANSPORTATION SERVICES INC,JACKSON,GA,(404) 844-3119,MC1741806,4427867,,,
135 GO CORP,SNELLVILLE,GA,(770) 292-8756,MC1765910,4473617,,,
M&SON TRUCKING COMPANY LLC,CAIRO,GA,(229) 421-1322,MC1801544,4530487,,,
KWEST HOLDINGS LLC,FAIRBURN,GA,(404) 509-3506,MC1802901,4542596,,,
TRIFECTA LOADS LLC,HOGANSVILLE,GA,(678) 516-8643,MC1788425,4515669,,,
PRETTY FAST LOGISTICS LLC,MORROW,GA,(470) 979-0146,MC1775403,4491314,,,
CHOUDHARY ROADLINE INC,HAMPTON,GA,(470) 844-7839,MC1704880,4357992,,,
SUN EXPRESS LOGISTIC LLC,LAWRENCEVILLE,GA,(470) 715-1977,MC1757931,4458446,,,
ROBERT ROBINSON,ELBERTON,GA,(706) 498-1603,MC1800600,4538322,,,
CONTRACTOR SORTO INC,GAINESVILLE,GA,(678) 772-7654,MC1737688,4420145,,,
ADAM SOLUTIONS LLC,DOUGLASVILLE,GA,(571) 577-3327,MC1790666,4519856,,,
BIG GUY XPRESS LLC,GRIFFIN,GA,(678) 933-5732,MC1776829,4493845,,,
A 1 FROM DAY 1 TRUCKING LLC,TAYLORSVILLE,GA,(678) 834-6589,MC1800620,4529008,,,
GRACE 48 EXPRESS LLC,JASPER,GA,(770) 572-6191,MC1803239,4543144,,,
NEWELL LOGISTICS LLC,ATLANTA,GA,(404) 706-3519,MC1802124,4541160,,,
PRO1 HAULING LLC,LEESBURG,GA,(229) 449-5088,MC1716024,4378585,,,
J&D PRIME TRANSPORT LLC,FAYETTEVILLE,GA,(678) 972-4651,MC1785379,4510050,,,
LYNN FREIGHT INC,ATLANTA,GA,(404) 913-8250,MC1787320,4513630,,,
D&C LOGISTICS SERVICES LLC,LEESBURG,GA,(229) 733-4695,MC1728704,4403139,,,
CLJ SUPREME LOGISTICS LLC,THOMSON,GA,(424) 303-3919,MC1802804,4542413,,,
STEPHON PREMIER TRANSPORT,LAWRENCEVILLE,GA,(347) 828-0047,MC1802400,4541676,,,
AJ BURGOS LOGISTICS LLC,COVINGTON,GA,(786) 873-5285,MC1789811,4507293,,,
HAMMETT SOLUTIONS LLC,ALPHARETTA,GA,(904) 705-1195,MC1713598,4373978,,,
"BRIGHT IDEA GENERATORS, LLC",VALDOSTA,GA,(800) 209-6330,MC1710806,4368838,,,
JLS RESTORATION GROUP LLC,FAYETTEVILLE,GA,(770) 545-5727,MC1785968,4511035,,,
KCC EXPRESS LLC,ADAIRSVILLE,GA,(562) 665-3610,MC1718708,4334740,,,
JAYCE TRANSPORT & LOGISTICS LLC,SPARKS,GA,(229) 585-1037,MC1779725,4479477,,,
DECELEVEN SOLUTIONS LLC,ELLENWOOD,GA,(470) 966-5980,MC1718408,4382889,,,
MUSCLEMAN OPERATIONS LLC,LAWRENCEVILLE,GA,(470) 918-3594,MC1789851,4493032,,,
DYNASTY LOGISTICS SOLUTIONS,ATLANTA,GA,(404) 649-1923,MC1793750,4525648,,,
3-N STEWART LLC,MONROE,GA,(404) 993-4318,MC1801890,4540755,,,
ARROW GROUP EXPRESS LLC,ATLANTA,GA,(404) 798-6930,MC1802176,4541255,,,
PHOENIX LLC COLLABORATION,ATLANTA,GA,(470) 302-7621,MC1730522,4360948,,,
MNG SERVICES LLC,RIVERDALE,GA,(910) 494-7825,MC1717861,4381874,,,
SPECULUM ENTERPRISE LLC,MIDWAY,GA,(855) 463-7999,MC1753449,4449988,,,
J HUDSON ENTERPRIZE LLC,THOMASVILLE,GA,(229) 714-7094,MC1773938,4488612,,,
XPRESS GLOBAL SERVICES LLC,DOUGLASVILLE,GA,(470) 656-8039,MC1757212,4457152,,,
CK4EVER TRANS LLC,HAMPTON,GA,(943) 267-8934,MC1708267,4364172,,,
JACKSON ENTERPRISES LLC,WARNER ROBINS,GA,(470) 772-5262,MC1704757,4357747,,,
EJS EXPRESS LLC,ELLENWOOD,GA,(678) 760-6852,MC1711990,4371001,,,
ABR EXPRESS TRANSPORTATION LLC,CUMMING,GA,(347) 559-9631,MC1770830,4363692,,,
FAST EDDY'S LOGISTICS LLC,STOCKBRIDGE,GA,(470) 812-3907,MC1794542,4527109,,,
HFT SHIPPING INC,BLOOMINGDALE,GA,(917) 861-6225,MC1802528,4541923,,,
WALKER STREET LOGISTICS LLC,ATLANTA,GA,(601) 946-2888,MC1702339,4353119,,,
TECHNO TRUCK SOLUTIONS LLC,SAVANNAH,GA,(912) 376-7593,MC1715943,4378416,,,
MX3 TRUCKING LLC,ADAIRSVILLE,GA,(706) 263-4187,MC1794121,4526357,,,
ZEUS FOREVER LOGISTICS LLC,DOUGLASVILLE,GA,(678) 374-9791,MC1803165,4543002,,,
RAYCO ENVIRONMENTAL SERVICES LLC,VALDOSTA,GA,(229) 305-7560,MC1802797,4542395,,,
BEAR LOGISTICS GROUP LLC,WEST CHICAGO,IL,(630) 359-1114,MC044025,14566,,,
"ILLIANA DISTRIBUTION SYSTEM, INC.",LYNWOOD,IL,(708) 339-2300,MC044932,232105,,,
"BURKHART TRUCKING, INC.",WINNEBAGO,IL,(815) 543-4621,MC292781,327961,,,
"KALMER BROTHERS TRUCKING, INC.",ALBERS,IL,(618) 248-5163,MC301761,642843,,,
C & N LOGISTICS INC.,WILLOWBROOK,IL,(708) 968-0308,MC373852,845325,,,
"WE DELIVER OF ILLINOIS, INC.",ARLINGTON HEIGHTS,IL,(847) 774-2063,MC431785,1014504,,,
JUD R. TROVILLION,GRANTSBURG,IL,(618) 658-8475,MC440563,1068734,,,
MAGA EXPRESS LLC,ROCKFORD,IL,(779) 368-5165,MC570841,1532134,,,
JAY TRUCKING EXPRESS INC,BRIDGEVIEW,IL,(219) 613-1104,MC652077,1790747,,,
AVINA TRANSPORTATION INC,DES PLAINES,IL,(847) 875-6221,MC710558,952864,,,
ABB TRUCKING CORP,BOLINGBROOK,IL,(708) 289-7869,MC696535,1966406,,,
TM CARTAGE INC,TINLEY PARK,IL,(708) 921-8515,MC683101,1901243,,,
EXTRA LOAD TRANSPORT INC,CHICAGO,IL,(773) 793-8329,MC721416,1349215,,,
JPS CARRIERS INC,MELROSE PARK,IL,(708) 689-1015,MC773712,2266357,,,
NEDO TRUCKING INC,PLAINFIELD,IL,(708) 305-7689,MC776458,1342801,,,
ALYNEVYCH INC,WOOD DALE,IL,(630) 422-1373,MC791472,2147053,,,
GVM CARRIERS INC,OAKBROOK TERRACE,IL,(331) 901-6960,MC793908,2287814,,,
GURU TRANSPORT INC,BOLINGBROOK,IL,(708) 321-8203,MC835973,2426084,,,
GVA TRANSPORTATION INC,BUFFALO GROVE,IL,(617) 817-2135,MC862362,2490246,,,
FREIGHT LINES INC,WILLOWBROOK,IL,(312) 533-1979,MC850550,2461615,,,
RILEY FARMS LLC,ARGENTA,IL,(217) 853-6921,MC856447,2475869,,,
INDUSTRIAL CARGO LOGISTICS INC,PLAINFIELD,IL,(779) 234-6206,MC911395,2596363,,,
VKA EXPRESS INC,ELGIN,IL,(773) 257-7060,MC882309,2537016,,,
M & VK TRANSPORTATION INC,SAINT CHARLES,IL,(773) 600-3511,MC870726,2510589,,,
JOHNSON SOD FARMS LTD,BIGGSVILLE,IL,(309) 627-2022,MC911697,1028741,,,
INTERSTATE TRANSPORTATION SOLUTIONS INC,SOUTH BARRINGTON,IL,(224) 487-4285,MC915255,2630226,,,
TUMAR EXPRESS INC,BOLINGBROOK,IL,(708) 808-6191,MC918995,2638087,,,
JANOSZ TRANSPORTATION LLC,CRETE,IL,(630) 914-0009,MC994730,2941193,,,
DMVO TRUCK LINES INC,CRYSTAL LAKE,IL,(855) 441-3686,MC965476,2876761,,,
"LATYSH TRANSPORT, INC.",PALATINE,IL,(847) 873-3258,MC946805,2832637,,,
ARTUDIANTI INC,FRANKLIN PARK,IL,(847) 409-8284,MC952290,2842581,,,
CURE BY DJ COMPANY,BELLWOOD,IL,(773) 425-2252,MC996542,2944717,,,
LUNA BROTHERS TRUCKING LLC,AURORA,IL,(224) 440-3775,MC050952,3053168,,,
MH AUTO STYLE STUDIO INC,SCHILLER PARK,IL,(773) 225-8903,MC075374,3097209,,,
TERAMO TRANS INC,SCHAUMBURG,IL,(224) 353-6862,MC007821,2966473,,,
KG 996 INC,SCHAUMBURG,IL,(708) 972-1000,MC021681,2996298,,,
AK LOGISTICS TRANSPORTATION LLC,MELROSE PARK,IL,(773) 641-9119,MC044993,3040232,,,
YUNIK FREIGHT INC,WHEELING,IL,(224) 400-6284,MC007445,2965919,,,
KOCH EXPRESS INC,LISLE,IL,(630) 456-8103,MC011600,2976210,,,
BLACK STAR LOGISTICS CORP,ROMEOVIILE,IL,(331) 454-9909,MC072477,3091997,,,
BACK & FORTH TRANSPORTATION LLC,SOUTH HOLLAND,IL,(708) 979-0005,MC086530,3118348,,,
MILLER & MARTIN HOLDINGS LLC,FAIRVIEW,IL,(309) 208-1874,MC051373,3053974,,,
SEMPER FI TRANSPORTS LLC,CHICAGO,IL,(224) 998-8271,MC071996,3091821,,,
DOUBLE ACTION TOWING & RECOVERY CORP,BEDFORD PARK,IL,(773) 616-7736,MC072457,3091959,,,
VVN EXPRESS INC,WEST CHICAGO,IL,(312) 975-6613,MC040055,3032289,,,
JOES TRUCKING SERVICE INCORPORATED,MATTESON,IL,(708) 975-0495,MC1022478,1317280,,,
ALSMY TRANSPORTATION INC,SHOREWOOD,IL,(773) 372-4100,MC1029226,3263690,,,
WOOD ENTERPRISE III LLC,CHICAGO,IL,(630) 601-9150,MC1027724,3260370,,,
RBT TRANS INC,WOODRIDGE,IL,(630) 696-0165,MC1015467,3235931,,,
CARRIER STAR INC,SCHILLER PARK,IL,(224) 255-3232,MC1012519,3899444,,,
A & J VEGA TRUCKING LLC,PLAINFIELD,IL,(708) 372-4560,MC1052679,3312886,,,
HUNTER LINES INC,NEW WINDSOR,IL,(217) 597-7232,MC1111640,3431027,,,
VIO LINE INC,PLAINFIELD,IL,(312) 504-6632,MC1121086,3447006,,,
MISSION LOGISTICS INC,CHICAGO,IL,(708) 550-2005,MC1045740,3276887,,,
BTK RUSH INC,SPRINGFIELD,IL,(312) 547-0500,MC1059553,3325509,,,
BEKEE TRANSPORTATION SYSTEMS INC,CHICAGO,IL,(708) 537-6586,MC1115626,3437697,,,
ATTL TRANSPORTATION LLC,FOX LAKE,IL,(219) 999-0708,MC1112998,3433263,,,
"LOAD N GO, INC.",BOLINGBROOK,IL,(630) 580-0760,MC1046154,3299217,,,
ABZ GLOBAL CORP,CHICAGO,IL,(513) 488-4941,MC1149689,3492124,,,
E2 E4 LTD,ELK GROVE VLG,IL,(847) 338-0853,MC1157176,3503405,,,
STARFLEET LOGISTICS LLC,CHICAGO,IL,(312) 533-1184,MC1147010,3488038,,,
LEGASPI BROS INC,BRIDGEVIEW,IL,(815) 693-5170,MC1133329,3466613,,,
UPSHIFT LOGISTICS INC,TOWER LAKES,IL,(630) 445-1336,MC1170351,3523430,,,
TOP ROAD EXPRESS INC,AURORA,IL,(630) 689-8488,MC1165308,3515923,,,
LUCID LOGISTICS INC,ORLAND PARK,IL,(708) 668-3157,MC1190436,3552739,,,
CARGO MAXX EXPRESS INC,BLOOMINGDALE,IL,(708) 906-4201,MC1196381,3561628,,,
SYMPORT INC,DES PLAINES,IL,(773) 888-2507,MC1206786,3576856,,,
AD TRANSCO INC,CHICAGO HEIGHTS,IL,(480) 626-5208,MC1205285,3574596,,,
KAV TRUCKING INC,DARIEN,IL,(312) 433-9555,MC1174279,3529158,,,
AUM LOGISTIKS LLC,AURORA,IL,(630) 251-8799,MC1242712,3629231,,,
FNI LOGISTICS INC,PLAINFIELD,IL,(331) 305-5812,MC1180325,3538162,,,
J & G FAST DELIVERIES LLC,MIDLOTHIAN,IL,(708) 673-4231,MC1175244,3530603,,,
OPTIMA FREIGHT TRANS INC,HARWOOD HTS,IL,(224) 329-0808,MC1218566,3594294,,,
STATEWAY TRUCKING LLC,BUFFALO GROVE,IL,(224) 526-0076,MC1194221,3558361,,,
APEX TRANS INC,STREAMWOOD,IL,(773) 901-0107,MC1264056,3658746,,,
GOWITHGREEN LOGISTICS INC,LAKE BLUFF,IL,(224) 522-0162,MC1162841,3512084,,,
SHAM JOR TRUCKING INC,BRIDGEVIEW,IL,(708) 955-0517,MC1300312,3707536,,,
KIM LOGISTICS INC,LEMONT,IL,(708) 512-1040,MC1268732,3665164,,,
AWAD FREIGHT CO.,TINLEY PARK,IL,(708) 927-0966,MC1344144,3768146,,,
BLACK DIAMOND TRUCKING INC,MELROSE PARK,IL,(708) 986-9642,MC1380113,3817471,,,
PREMIUM GROUP LOGISTICS INC,OSWEGO,IL,(773) 832-7727,MC1381730,3819678,,,
EHC LOGISTICS LLC,BOLINGBROOK,IL,(312) 785-8031,MC1266588,3662209,,,
MAYNMARCH INC,NORTHBROOK,IL,(630) 849-1768,MC1274988,3673658,,,
THREE THREE THREE LLC,MELROSE PARK,IL,(202) 350-1187,MC1272094,3669827,,,
SPARTAN TRANS INC,LYONS,IL,(224) 612-2807,MC1362199,3792992,,,
LYMANS EXPRESS TRUCKING LLC,BELLWOOD,IL,(773) 418-0905,MC1375714,3811463,,,
DREW MILLER TRUCKING LLC,LIBERTY,IL,(217) 617-3810,MC1363609,3794853,,,
MUSHROOM EXPRESS INC,LA GRANGE,IL,(973) 870-2344,MC1352102,3779028,,,
ABBAS 1 CORP,MORTON GROVE,IL,(312) 778-2238,MC1442479,3909155,,,
VICTORY UA LOGISTICS INC,BUFFALO GROVE,IL,(708) 252-1068,MC1398806,3843861,,,
GLORIM LLC,YORKVILLE,IL,(773) 633-8773,MC1401398,3847636,,,
CTI TRANS LLC,PARK RIDGE,IL,(773) 822-5227,MC1441279,3907311,,,
VT ENERGY INC.,CHICAGO,IL,(773) 516-4717,MC1385969,3825728,,,
JC MOBLEY TRANSPORTATION LLC,E SAINT LOUIS,IL,(618) 772-2725,MC1408683,3858366,,,
CHAURA TRANSPORTATION INC,SUMMIT ARGO,IL,(331) 808-1998,MC1388366,3829118,,,
ARSENAL TRANS INC,ARLINGTON HTS,IL,(310) 904-3143,MC1443032,3910008,,,
PERFECT TIMING LLC,STREAMWOOD,IL,(630) 390-6564,MC1420584,3876095,,,
MKT EXPRESS INC,PALOS HILLS,IL,(708) 930-9663,MC1531215,4044499,,,
OTD FREIGHT LLC,KANKAKEE ILLINOIS,IL,(773) 606-2006,MC1569964,4110590,,,
TRANSPORTES ZULETA OF CHICAGO INC,ADDISON,IL,(800) 985-3829,MC1547076,4071808,,,
A&J TRANZPORT CO,PLAINFIELD,IL,(331) 758-4254,MC1545732,4069542,,,
BTW LOGISTICS CORP,PLAINFIELD,IL,(773) 710-8222,MC1533337,4048103,,,
BNR TRANS INC,NILES,IL,(312) 678-1277,MC1593296,4150616,,,
GHALL TRUCKING INC,PLAINFIELD,IL,(347) 320-3171,MC1593465,4150910,,,
CAPITAL AUTO LLC,NORRIDGE,IL,(630) 222-7889,MC1572299,4114515,,,
SMJ FREIGHT LLC,DOWNERS GROVE,IL,(217) 481-8818,MC1484918,3972563,,,
EPS GROUP LLC,JOLIET,IL,(708) 232-6494,MC1501063,3996853,,,
MI VIDA FREIGHT INC,LEMONT,IL,(708) 800-4577,MC1669744,4291224,,,
MARBADA LOGISTICS INC,SUMMIT,IL,(727) 221-4513,MC1623365,4205925,,,
VOLT LOGISTICS LLC,OAKBROOK TERRACE,IL,(630) 490-7100,MC1608340,4178428,,,
MML GROUP INC,FOX RIVER GROVE,IL,(708) 741-7358,MC1635458,4228341,,,
EXPRESS EXPERTS INCORPORATED,PLAINFIELD,IL,(773) 440-4615,MC1622350,4203998,,,
ANREL CARRIERS LLC,CHICAGO,IL,(877) 702-1543,MC1682306,4314551,,,
MNS FREIGHT INC,SCHAUMBURG,IL,(872) 273-8742,MC1611079,4183469,,,
OUTLAW LL TRANSPORTATION LIMITED,HOMEWOOD,IL,(872) 817-1254,MC1686913,4322001,,,
RAYNA LOGISTICS LLC,CHICAGO,IL,(872) 235-7842,MC1677408,4305468,,,
GIT WAY TRANS LLC,JOLIET,IL,(331) 758-2108,MC1699438,4347529,,,
LUIS & KATHYS DELIVERIES LLC,CHICAGO,IL,(773) 416-9086,MC1677543,4305700,,,
BAVI LOGISTICS LLC,CHICAGO,IL,(312) 721-1139,MC1624865,4208636,,,
AEZ TRUCKING LLC,HARVEY,IL,(708) 372-3078,MC1604541,4171454,,,
ARW LOGISTICS INC,CARY,IL,(916) 607-1479,MC1618632,4197419,,,
ATI CARRIERS LLC,BOLINGBROOK,IL,(630) 703-4898,MC1683459,4316621,,,
MOVE ON FREIGHT INC,BURR RIDGE,IL,(708) 725-0948,MC1626543,4211786,,,
RELIABLE 4 YOU TRANSPORTERS LLC,AURORA,IL,(708) 953-4770,MC1626929,4212483,,,
DJ AUTO LOGISTICS INC,LIBERTYVILLE,IL,(224) 395-1995,MC1661811,4276671,,,
ARCE EXPRESS INC,LAKE ZURICH,IL,(224) 286-3494,MC1691019,4331053,,,
WE DO TRUCKING INC,CHICAGO,IL,(504) 333-3503,MC1682546,4314979,,,
1214 LOGISTICS INC,OAK PARK,IL,(708) 715-0195,MC1624920,4208726,,,
GLOBALREACH TRUCKING INC,BLOOMINGTON,IL,(718) 200-0030,MC1698994,4346659,,,
RISOLAT EXPRESS INC,BLOOMINGTON,IL,(267) 570-7090,MC1696142,4341065,,,
NORSEMAN HOTSHOTS LLC,PLAINFIELD,IL,(815) 650-4930,MC1674257,4299596,,,
RC TRANSPORT LOGISTICS LLC,CREST HILL,IL,(815) 200-7082,MC1660032,4273483,,,
VID TRANSPORTATION,DARIEN,IL,(224) 230-0791,MC1700311,4349188,,,
CAGE LOGISTICS GROUP LLC,ROLLING MEADOWS,IL,(708) 733-4543,MC1767175,4476065,,,
ARSUL TRANS INC,SCHAUMBURG,IL,(773) 329-0194,MC1760356,4463044,,,
ALLROAD CARGO INC,CHICAGO,IL,(773) 771-8857,MC1743527,4431115,,,
WE DELIVER LOGISTICS INC,DES PLAINES,IL,(224) 443-0658,MC1802219,4541337,,,
TRUST CARGO CORP,ELK GROVE VILLAGE,IL,(847) 630-1351,MC1711719,4370540,,,
ELITE MOTORS KG LLC,SCHAUMBURG,IL,(773) 403-9524,MC1803107,4542911,,,
K-MILLY EXPRESS LLC,GLENVIEW,IL,(224) 656-0584,MC1803086,4542870,,,
JOHNNYBBS LOGISTICS LLC,CHICAGO,IL,(312) 533-6377,MC1799116,4535658,,,
CHARNIAK TRUCK INC,BUFFALO GROVE,IL,(224) 294-4819,MC1781797,4503248,,,
MDM TRANSPORT INC,COUNTRYSIDE,IL,(224) 474-3014,MC1770175,4481723,,,
KIKANU LLC,FORSYTH,IL,(217) 520-7800,MC1702309,4353047,,,
TNT TRUCKING OF HOMEWOOD LLC,HOMEWOOD,IL,(618) 727-2120,MC1787414,4513796,,,
JS CARGO EXPRESS LLC,AURORA,IL,(815) 779-9751,MC1802127,4541165,,,
ARLAN TRANSPORT INC,SCHAUMBURG,IL,(215) 888-6015,MC1777757,4495607,,,
MJ MUKENDI COMPANY,CHAMPAIGN,IL,(773) 738-2806,MC1789932,4518519,,,
YAVIR TRANSCO INC,PALATINE,IL,(312) 550-8042,MC1787759,4514430,,,
TRD TRUCKING INC,SCHAUMBURG,IL,(773) 943-1441,MC1802975,4542700,,,
LIL WALT TRANSPORTATION LLC,CHICAGO,IL,(773) 861-9168,MC1704148,4356573,,,
WEST TO EAST LOGISTICS LLC,PLAINFIELD,IL,(815) 630-7848,MC1744727,4433499,,,
CNF LOGISTICS CORPORATION,STONE PARK,IL,(773) 706-1063,MC1794882,4527708,,,
VLADAR 2016 INC,ALSIP,IL,(708) 990-2567,MC1741935,4428114,,,
BARRINGTON TRANSPORT SOLUTIONS LLC,ADDISON,IL,(224) 735-5736,MC1796775,4531264,,,
RIDING WAVES LLC,ARLINGTON HEIGHTS,IL,(773) 599-1559,MC1718814,4383641,,,
CLUTCH LOGISTICS GROUP LLC,ROCKFORD,IL,(630) 768-2593,MC1739010,4422666,,,
